reservation_status,adr,,,,,,,,
Check-Out,100.2,,,,,,,,
Check-Out,134.25,,,,,,,,
Check-Out,96.3,,,,,,,,
Check-Out,83.09,,,,,,,,
Canceled,105.5,,,,,,,,
Check-Out,134,,,,,,,,
Check-Out,8,,,,,,,,
Check-Out,146,,,,,,,,
Canceled,126,,,,,,,,
Check-Out,111.15,,,,,,,,
Check-Out,136.2,,,,,,,,
Check-Out,101.8,,,,,,,,
Check-Out,127,,,,,,,,
Check-Out,161.5,,,,,,,,
Check-Out,230.67,,,,,,,,
Canceled,65.7,,,,,,,,
Check-Out,180,,,,,,,,
Check-Out,168.57,,,,,,,,
Canceled,107.67,,,,,,,,
Canceled,96.9,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,73.41,,,,,,,,
Check-Out,109.9,,,,,,,,
Check-Out,109.9,,,,,,,,
Check-Out,187.5,,,,,,,,
Check-Out,134,,,,,,,,
Canceled,91.5,,,,,,,,
Canceled,132.44,,,,,,,,
Check-Out,106.9,,,,,,,,
Canceled,131.86,,,,,,,,
Check-Out,216.13,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,190.33,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,94,,,,,,,,
Canceled,0,,,,,,,,
Check-Out,98.75,,,,,,,,
Check-Out,148.23,,,,,,,,
Check-Out,94,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,148.23,,,,,,,,
Check-Out,0,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,98.75,,,,,,,,
Canceled,195,,,,,,,,
Check-Out,120.6,,,,,,,,
Check-Out,123.2,,,,,,,,
Canceled,112,,,,,,,,
Canceled,123.2,,,,,,,,
Check-Out,169,,,,,,,,
Check-Out,198,,,,,,,,
Canceled,103.5,,,,,,,,
Check-Out,135.6,,,,,,,,
Check-Out,103.5,,,,,,,,
Check-Out,184,,,,,,,,
Canceled,134,,,,,,,,
Canceled,147,,,,,,,,
Canceled,151.33,,,,,,,,
Check-Out,121.33,,,,,,,,
Check-Out,150.2,,,,,,,,
Canceled,139,,,,,,,,
Check-Out,150.2,,,,,,,,
Check-Out,75.44,,,,,,,,
Canceled,135,,,,,,,,
Check-Out,166,,,,,,,,
Canceled,135,,,,,,,,
Check-Out,130,,,,,,,,
Check-Out,96.3,,,,,,,,
Check-Out,160,,,,,,,,
Check-Out,0,,,,,,,,
Check-Out,127.25,,,,,,,,
Check-Out,164,,,,,,,,
Check-Out,144.5,,,,,,,,
Check-Out,112,,,,,,,,
Canceled,134,,,,,,,,
Canceled,127.25,,,,,,,,
Check-Out,155.5,,,,,,,,
No-Show,110.5,,,,,,,,
Check-Out,144.5,,,,,,,,
Check-Out,144.5,,,,,,,,
Check-Out,123,,,,,,,,
Check-Out,120.6,,,,,,,,
No-Show,107.6,,,,,,,,
Canceled,120.6,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,133.75,,,,,,,,
Check-Out,103.5,,,,,,,,
Check-Out,84.8,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,84.8,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,195,,,,,,,,
Check-Out,164,,,,,,,,
Check-Out,195,,,,,,,,
Check-Out,125,,,,,,,,
Canceled,195,,,,,,,,
Check-Out,132.3,,,,,,,,
Check-Out,145,,,,,,,,
Check-Out,92,,,,,,,,
Check-Out,132.3,,,,,,,,
Check-Out,147,,,,,,,,
Check-Out,167,,,,,,,,
Check-Out,210,,,,,,,,
Check-Out,194.9,,,,,,,,
Check-Out,103.5,,,,,,,,
Check-Out,118.5,,,,,,,,
Check-Out,192,,,,,,,,
Check-Out,128.27,,,,,,,,
Check-Out,135,,,,,,,,
Check-Out,126.3,,,,,,,,
Canceled,154,,,,,,,,
Check-Out,96.3,,,,,,,,
Check-Out,126.3,,,,,,,,
Canceled,136,,,,,,,,
Check-Out,118.5,,,,,,,,
Check-Out,116.33,,,,,,,,
Check-Out,164,,,,,,,,
Check-Out,147.67,,,,,,,,
Check-Out,145,,,,,,,,
Check-Out,147,,,,,,,,
Canceled,168.3,,,,,,,,
Check-Out,167,,,,,,,,
Check-Out,137.75,,,,,,,,
Check-Out,145,,,,,,,,
Check-Out,132.6,,,,,,,,
Canceled,147,,,,,,,,
Canceled,157,,,,,,,,
Canceled,210,,,,,,,,
Check-Out,132.5,,,,,,,,
Check-Out,98.02,,,,,,,,
Check-Out,126,,,,,,,,
Check-Out,173,,,,,,,,
Check-Out,249,,,,,,,,
Check-Out,186.5,,,,,,,,
Check-Out,95,,,,,,,,
Check-Out,241.5,,,,,,,,
Check-Out,177,,,,,,,,
Check-Out,153.73,,,,,,,,
Check-Out,115,,,,,,,,
Canceled,127.03,,,,,,,,
Check-Out,128.25,,,,,,,,
Check-Out,128.25,,,,,,,,
Check-Out,115,,,,,,,,
Check-Out,135,,,,,,,,
Canceled,167,,,,,,,,
Check-Out,135,,,,,,,,
Check-Out,124.5,,,,,,,,
Check-Out,98,,,,,,,,
Check-Out,98,,,,,,,,
Check-Out,135,,,,,,,,
Check-Out,88.2,,,,,,,,
Check-Out,120.6,,,,,,,,
Check-Out,154.5,,,,,,,,
Canceled,145,,,,,,,,
Check-Out,92,,,,,,,,
Canceled,154,,,,,,,,
Check-Out,115,,,,,,,,
Canceled,110.53,,,,,,,,
Canceled,158.5,,,,,,,,
Check-Out,131.37,,,,,,,,
Canceled,117.71,,,,,,,,
Check-Out,123,,,,,,,,
Canceled,158.5,,,,,,,,
Check-Out,117.84,,,,,,,,
Canceled,154,,,,,,,,
Check-Out,116.85,,,,,,,,
Check-Out,129.16,,,,,,,,
Canceled,214,,,,,,,,
Canceled,115,,,,,,,,
Check-Out,123,,,,,,,,
Check-Out,123,,,,,,,,
Canceled,195,,,,,,,,
Check-Out,135.2,,,,,,,,
Check-Out,123,,,,,,,,
Check-Out,130.5,,,,,,,,
Check-Out,123,,,,,,,,
Canceled,179.1,,,,,,,,
Check-Out,0,,,,,,,,
Check-Out,0,,,,,,,,
Check-Out,115,,,,,,,,
Check-Out,115,,,,,,,,
Check-Out,103.5,,,,,,,,
Check-Out,157,,,,,,,,
Canceled,135,,,,,,,,
Check-Out,111.65,,,,,,,,
Canceled,135,,,,,,,,
Canceled,195,,,,,,,,
Check-Out,104,,,,,,,,
Canceled,135,,,,,,,,
Canceled,214,,,,,,,,
Check-Out,133.17,,,,,,,,
Canceled,141.33,,,,,,,,
Check-Out,121.01,,,,,,,,
Canceled,240.64,,,,,,,,
Check-Out,167.5,,,,,,,,
Check-Out,152.43,,,,,,,,
Check-Out,148.34,,,,,,,,
Check-Out,167,,,,,,,,
Canceled,172.93,,,,,,,,
Canceled,179.1,,,,,,,,
Check-Out,192.5,,,,,,,,
Canceled,92,,,,,,,,
Canceled,111.2,,,,,,,,
Check-Out,141.6,,,,,,,,
Check-Out,141.6,,,,,,,,
Check-Out,141.6,,,,,,,,
Canceled,200,,,,,,,,
Canceled,200,,,,,,,,
Canceled,157,,,,,,,,
Check-Out,99.5,,,,,,,,
Canceled,115,,,,,,,,
Canceled,195,,,,,,,,
Check-Out,103.5,,,,,,,,
Check-Out,207,,,,,,,,
Check-Out,163.33,,,,,,,,
Check-Out,151.86,,,,,,,,
Check-Out,95.57,,,,,,,,
Check-Out,112.05,,,,,,,,
Check-Out,160,,,,,,,,
Check-Out,103.18,,,,,,,,
Check-Out,153,,,,,,,,
Canceled,119.75,,,,,,,,
Canceled,135,,,,,,,,
Check-Out,167.69,,,,,,,,
Canceled,195,,,,,,,,
Canceled,135,,,,,,,,
Canceled,178.4,,,,,,,,
Check-Out,0,,,,,,,,
Check-Out,0,,,,,,,,
Check-Out,154,,,,,,,,
Check-Out,134,,,,,,,,
Canceled,112,,,,,,,,
Check-Out,194,,,,,,,,
Canceled,153,,,,,,,,
Canceled,135,,,,,,,,
Check-Out,184,,,,,,,,
Canceled,210,,,,,,,,
Canceled,139,,,,,,,,
Check-Out,101.46,,,,,,,,
Canceled,145,,,,,,,,
Canceled,173,,,,,,,,
Check-Out,217.05,,,,,,,,
Check-Out,164,,,,,,,,
Check-Out,173,,,,,,,,
Canceled,112.5,,,,,,,,
Check-Out,153,,,,,,,,
Check-Out,173,,,,,,,,
Check-Out,153,,,,,,,,
Check-Out,134,,,,,,,,
Check-Out,153,,,,,,,,
Canceled,233,,,,,,,,
Check-Out,154,,,,,,,,
Check-Out,173,,,,,,,,
Canceled,135,,,,,,,,
Canceled,132.5,,,,,,,,
Check-Out,222.67,,,,,,,,
Canceled,135,,,,,,,,
Check-Out,107,,,,,,,,
Canceled,127,,,,,,,,
Canceled,135,,,,,,,,
Check-Out,149.7,,,,,,,,
Canceled,161.25,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,75.44,,,,,,,,
Check-Out,75.44,,,,,,,,
Check-Out,115,,,,,,,,
Canceled,159.2,,,,,,,,
Canceled,163.29,,,,,,,,
Canceled,210,,,,,,,,
Check-Out,154,,,,,,,,
Check-Out,166,,,,,,,,
Check-Out,132.5,,,,,,,,
Canceled,107,,,,,,,,
Canceled,121.98,,,,,,,,
Check-Out,0,,,,,,,,
Check-Out,133,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,117.81,,,,,,,,
Check-Out,107,,,,,,,,
Canceled,120.6,,,,,,,,
Check-Out,147,,,,,,,,
Canceled,153,,,,,,,,
Canceled,153,,,,,,,,
Canceled,134,,,,,,,,
Check-Out,153,,,,,,,,
Check-Out,118,,,,,,,,
Check-Out,134,,,,,,,,
Check-Out,135,,,,,,,,
Check-Out,158.77,,,,,,,,
Check-Out,134,,,,,,,,
Canceled,134,,,,,,,,
Check-Out,142.03,,,,,,,,
Check-Out,240,,,,,,,,
Check-Out,134,,,,,,,,
Canceled,134,,,,,,,,
Check-Out,147,,,,,,,,
Check-Out,176,,,,,,,,
Canceled,120.6,,,,,,,,
Canceled,166,,,,,,,,
Canceled,134,,,,,,,,
Check-Out,147,,,,,,,,
Check-Out,167,,,,,,,,
Check-Out,107.2,,,,,,,,
Canceled,131.63,,,,,,,,
Check-Out,233.05,,,,,,,,
Check-Out,90.12,,,,,,,,
Canceled,120.6,,,,,,,,
Canceled,125,,,,,,,,
Canceled,154,,,,,,,,
Check-Out,120.6,,,,,,,,
Check-Out,114.25,,,,,,,,
Canceled,107,,,,,,,,
Check-Out,88.55,,,,,,,,
Canceled,149,,,,,,,,
Check-Out,195,,,,,,,,
Canceled,164,,,,,,,,
Canceled,154,,,,,,,,
Canceled,120.6,,,,,,,,
Check-Out,103.5,,,,,,,,
Check-Out,115,,,,,,,,
Canceled,95.02,,,,,,,,
Canceled,132.5,,,,,,,,
Check-Out,209,,,,,,,,
Canceled,95.02,,,,,,,,
Canceled,132.5,,,,,,,,
Check-Out,180,,,,,,,,
Check-Out,103.18,,,,,,,,
Check-Out,174.01,,,,,,,,
Canceled,133,,,,,,,,
Canceled,133,,,,,,,,
Check-Out,107.2,,,,,,,,
Check-Out,0,,,,,,,,
Canceled,210,,,,,,,,
Check-Out,145,,,,,,,,
Canceled,195,,,,,,,,
Canceled,124.2,,,,,,,,
Canceled,167,,,,,,,,
Check-Out,145,,,,,,,,
Check-Out,166,,,,,,,,
Check-Out,115,,,,,,,,
Check-Out,166,,,,,,,,
Canceled,120.6,,,,,,,,
Check-Out,162,,,,,,,,
Check-Out,153,,,,,,,,
Check-Out,133.2,,,,,,,,
Check-Out,134,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,145,,,,,,,,
Check-Out,145,,,,,,,,
Canceled,107,,,,,,,,
Check-Out,167.2,,,,,,,,
Canceled,134,,,,,,,,
Check-Out,130,,,,,,,,
Canceled,164,,,,,,,,
Check-Out,149,,,,,,,,
Check-Out,154,,,,,,,,
Check-Out,195,,,,,,,,
Canceled,134,,,,,,,,
Check-Out,107.2,,,,,,,,
Canceled,164,,,,,,,,
Canceled,183.45,,,,,,,,
Check-Out,159.6,,,,,,,,
Check-Out,120.6,,,,,,,,
Canceled,164,,,,,,,,
Canceled,219.43,,,,,,,,
Canceled,134,,,,,,,,
Canceled,164,,,,,,,,
Check-Out,107.2,,,,,,,,
Check-Out,102.72,,,,,,,,
Check-Out,114.85,,,,,,,,
Check-Out,114.85,,,,,,,,
Check-Out,135,,,,,,,,
Canceled,195,,,,,,,,
Canceled,173,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,164,,,,,,,,
Check-Out,138.8,,,,,,,,
Canceled,154,,,,,,,,
Check-Out,135,,,,,,,,
Check-Out,103.18,,,,,,,,
Canceled,115.5,,,,,,,,
Check-Out,90.95,,,,,,,,
Check-Out,0,,,,,,,,
Canceled,108.54,,,,,,,,
Check-Out,146,,,,,,,,
Canceled,165.4,,,,,,,,
Check-Out,134,,,,,,,,
Canceled,133,,,,,,,,
Canceled,240,,,,,,,,
Check-Out,157,,,,,,,,
Check-Out,188,,,,,,,,
Canceled,133,,,,,,,,
Check-Out,145,,,,,,,,
Check-Out,134,,,,,,,,
Canceled,134,,,,,,,,
Canceled,186,,,,,,,,
Check-Out,90.95,,,,,,,,
Canceled,141.65,,,,,,,,
Canceled,99.24,,,,,,,,
Check-Out,108.06,,,,,,,,
Canceled,90.95,,,,,,,,
Canceled,148.63,,,,,,,,
Canceled,173,,,,,,,,
Check-Out,107,,,,,,,,
Canceled,114,,,,,,,,
Canceled,153,,,,,,,,
Check-Out,153,,,,,,,,
Check-Out,250.33,,,,,,,,
Canceled,146.67,,,,,,,,
Canceled,154,,,,,,,,
Canceled,120.6,,,,,,,,
Check-Out,280.74,,,,,,,,
Check-Out,193,,,,,,,,
Canceled,146.67,,,,,,,,
Canceled,154,,,,,,,,
Canceled,154.5,,,,,,,,
Canceled,120.6,,,,,,,,
Canceled,137.8,,,,,,,,
Check-Out,160,,,,,,,,
Check-Out,125.89,,,,,,,,
Check-Out,125.89,,,,,,,,
Canceled,126.71,,,,,,,,
Check-Out,0,,,,,,,,
Check-Out,0,,,,,,,,
Check-Out,188,,,,,,,,
Canceled,153,,,,,,,,
Canceled,173,,,,,,,,
Canceled,173,,,,,,,,
Check-Out,120,,,,,,,,
Canceled,154.8,,,,,,,,
Check-Out,192,,,,,,,,
Canceled,153,,,,,,,,
Canceled,120.6,,,,,,,,
Check-Out,192,,,,,,,,
Canceled,120.6,,,,,,,,
Canceled,164,,,,,,,,
Check-Out,219.5,,,,,,,,
Check-Out,192.5,,,,,,,,
Canceled,149.7,,,,,,,,
